Marshall; Francis Hugh Adam (1878 - 1949),Fellow,13/05/1920
Marshall; Hugh (1868 - 1913),Fellow,05/05/1904
Marshall; John (1818 - 1891),Fellow,11/06/1857
Marshall; John Charles,Fellow,15/05/2008
Marshall; Norman Bertram (1915 - 1996),Fellow ,19/03/1970
Marshall; Robin,Fellow,09/03/1995
Marshall; Sheina Macalister (1896 - 1977),Fellow,21/03/1963
Marshall; Sir; Guy Anstruther Knox (1871 - 1959),Fellow,03/05/1923
Marshall; Walter Charles (1932 - 1996); Baron Marshall of Goring,Fellow,18/03/1971
Marsham; Charles (1744 - 1811); 1st Earl of Romney and Viscount Marsham,Fellow,14/03/1776
Marsham; Robert (1685 - 1724); 1st Baron Romney,Fellow,21/11/1723
Marsham; Robert (1717 - 1793); 2nd Baron Romney,Fellow,19/05/1757
Marsham; Robert (c 1708 - 1797),Fellow,09/03/1780
Marsham; Thomas Nelson (1923 - 1989),Fellow,20/03/1986
Marsigli; Luigi Ferdinand (1658 - 1730),Fellow,25/11/1691
Marsili; Giovanni (- 1773),Fellow,06/04/1758
Marston; Hedley Ralph (1900 - 1965),Fellow,17/03/1949
Martienssen; Robert Anthony,Fellow,18/05/2006
Martin; Alan Douglas; Theoretical Physicist,Fellow,27/05/2004
Martin; Archer John Porter (1910 - 2002),Fellow,16/03/1950
Martin; Catherine Rosemary,Fellow,09/05/2018
Martin; Gail Roberts,Foreign Member,30/04/2015
Martin; George Steven,Fellow,14/05/1998
Martin; Henry Newell (1848 - 1896),Fellow,04/06/1885
Martin; Matthew (1748 - 1838),Fellow,10/07/1794
Martin; Sidney Harris Cox (1860 - 1924),Fellow,13/06/1895
Martin; Sir; Charles James (1866 - 1955),Fellow,06/06/1901
Martin; Sir; James Ranald (1793 - 1874),Fellow,13/02/1845
Martin; Sir; Leslie Harold (1900 - 1983),Fellow,21/03/1957
Martin; Thomas John,Fellow,11/05/2000
Martine; George (1700 - ? 1741),Fellow,11/12/1740
Martius; Carl Friedrich Philipp von (1794 - 1868),Foreign Member,20/12/1838
Martyn; David Forbes (1906 - 1970); Physicist,Fellow,16/03/1950
Martyn; John (1699 - 1768),Fellow,30/03/1727
Martyn; Thomas (1735 - 1825),Fellow,18/05/1786
Marum; Martin van (1750 - 1837),Fellow,19/04/1798
Mascart; Eleuthere Elie Nicolas (1837 - 1908),Foreign Member,19/05/1892
Maseres; Francis (1731 - 1824),Fellow,02/05/1771
Mashelkar; Raghunath Anant,Fellow,14/05/1998
Maskell; Ernest John (1895 - 1958),Fellow,16/03/1939
Maskelyne; Nevil (1732 - 1811),Fellow,27/04/1758
Mason; Charles (c 1699 - 1771),Fellow,24/06/1742
Mason; Paul James,Fellow,09/03/1995
Mason; Sir; Basil John,Fellow,18/03/1965
Mason; Sir; Ronald,Fellow,20/03/1975
Mason; Stephen Finney,Fellow,18/03/1982
Mason; Thomas Godfrey (1890 - 1959),Fellow,06/05/1937
Masser; David William,Fellow,26/05/2005
Masseran; Victor Ame Philippe Ferrero de Fiesque (- 1777),Fellow,11/01/1770
Massey; Richard Myddleton (c 1678 - 1743),Fellow,23/10/1712
Massey; Sir; Harrie Stewart Wilson (1908 - 1983); Physicist,Fellow,14/03/1940
McBain; James William (1882 - 1953),Fellow,03/05/1923
McCance; Robert Alexander (1898 - 1993),Fellow,18/03/1948
McCance; Sir; Andrew (1889 - 1983),Fellow,18/03/1943
McCanny; John Vincent,Fellow,13/05/2002
McClean; Frank (1837 - 1904),Fellow,13/06/1895
McClean; John Robinson (1813 - 1873),Fellow,3/06/1869
McClelland; John Alexander (1870 - 1920),Fellow,06/05/1909
McClintock; Barbara (1902 - 1992),Foreign Member,29/06/1989
McClintock; Sir; Francis Leopold (1819 - 1907),Fellow,01/06/1865
McCollum; Elmer Verner (1879 - 1967),Foreign Member,27/04/1961
McConnell; James Desmond Caldwell,Fellow,19/03/1987
McCormick; Francis Patrick,Fellow,14/03/1996
McCormick; Sir; William Symington (1859 - 1930),Statute 12,21/06/1928
McCoy; Sir; Frederick (1823 - 1899),Fellow,3/06/1880
McCrea; Sir; William Hunter (1904 - 1999); Astronomer,Fellow,20/03/1952
McCullagh; Peter,Fellow,10/03/1994
McCulloch; Ernest Armstrong (1926 - 2011),Fellow,13/05/1999
McCulloch; Malcolm Thomas,Fellow,20/05/2010
McDevitt; Hugh O'Neill,Foreign Member,09/06/1994
McDonald; Arthur Bruce,Fellow,14/05/2009
McDonnell; Robert (1828 - 1889),Fellow,1/06/1865
McDougall; Trevor John,Fellow,19/04/2012
McDougall; William (1871 - 1938),Fellow,02/05/1912
McDuff; Dusa (1945 -),Fellow,10/03/1994
McGee; James Dwyer (1903 - 1987),Fellow,17/03/1966
McGillivray; Simon (- 1840),Fellow,29/03/1838
McGregor; Sir; Ian Alexander (1922 - 2007),Fellow,19/03/1981
McGrigor; Sir; James (1771 - 1858),Fellow,14/03/1816
McIntosh; William Carmichael (1838 - 1931),Fellow,7/06/1877
